id,referencia,nombre,descripcion,id_tipo,cantidad,precio,descuento,iva,aplicarIva
985,OZL-64890,Thai Peanut Dressing,A creamy and tangy dressing perfect for salads or as a dipping sauce.,2,21,3.29,6,11,false
986,JFZ-82240,Veggie Burger Patties,Delicious veggie burger patties for grilling or frying.,3,22,5.99,20,11,true
987,SQK-18334,Kids' Trampoline,Safe and fun trampoline for children.,3,6,139.99,23,11,false
988,PLD-95334,Art Supplies Organizer,Storage organizer for art supplies and tools.,6,20,18.99,13,21,false
989,DHZ-89185,Chino Shorts,Classic chino shorts in a versatile color for summer adventures.,2,21,34.99,24,21,false
990,ZLM-65737,Homemade Salsa,"Fresh salsa made with tomatoes, onions, and cilantro.",1,15,3.79,25,7,false
991,VOV-69210,Memory Foam Mattress Topper,3-inch memory foam mattress topper for added comfort.,5,9,109.99,16,11,true
992,ZRF-88282,DIY Lip Balm Making Kit,Complete kit to make your own flavored lip balms at home.,5,18,22.99,11,7,true
993,USB-42462,Fruit and Nut Medley,A healthy mix of assorted dried fruits and nuts for snacking.,6,10,5.99,8,7,true
994,XEU-94052,Wireless Charging Station,Charge multiple devices with this sleek charging station.,5,14,39.99,16,21,false
995,GFR-09475,Weighted Blanket for Adults,A calming blanket that provides gentle pressure for relaxation.,3,11,59.99,24,7,true
996,OBR-15191,Magnetic Whiteboard,Reusable whiteboard for notes and reminders with magnetic backing.,1,23,34.99,18,21,false
997,LJY-39213,Smartphone Gimbal Stabilizer,Stabilizer for smooth video recording with smartphones.,4,16,89.99,6,7,true
998,OMD-00867,Kids' Art Easel,Double-sided art easel for painting and drawing.,5,13,58.99,19,7,true
999,LRD-61302,Ginger Snaps,Spicy ginger cookies that are crunchy and delicious.,6,13,2.79,11,7,false
1000,NQU-76231,Travel Organizer,Compact travel organizer for accessories and toiletries.,6,13,22.99,18,21,true
